Age,Education,Occupation,Relationship,Sex,Target
40,HS-grad,Exec-managerial,Wife,Female,<=50K
27,HS-grad,Other-service,Wife,Female,>50K
18,Some-college,Other-service,Own-child,Male,<=50K
43,HS-grad,Other-service,Not-in-family,Female,<=50K
52,HS-grad,Machine-op-inspct,Husband,Male,>50K
31,HS-grad,Other-service,Not-in-family,Male,<=50K
28,HS-grad,Transport-moving,Husband,Male,<=50K
44,Masters,Prof-specialty,Not-in-family,Female,<=50K
37,Some-college,Farming-fishing,Husband,Male,<=50K
35,Bachelors,Exec-managerial,Husband,Male,>50K
42,9th,Craft-repair,Unmarried,Male,<=50K
18,10th,Other-service,Own-child,Male,<=50K
46,Masters,Sales,Husband,Male,>50K
54,HS-grad,Adm-clerical,Husband,Male,>50K
54,HS-grad,Sales,Husband,Male,<=50K
56,Some-college,Adm-clerical,Not-in-family,Female,<=50K
27,Some-college,Sales,Unmarried,Male,<=50K
26,Bachelors,Adm-clerical,Own-child,Female,<=50K
41,Some-college,Craft-repair,Husband,Male,<=50K
41,HS-grad,Handlers-cleaners,Husband,Male,<=50K
32,Some-college,Machine-op-inspct,Unmarried,Female,<=50K
18,HS-grad,Adm-clerical,Own-child,Female,<=50K
36,HS-grad,Handlers-cleaners,Husband,Male,<=50K
37,10th,Handlers-cleaners,Not-in-family,Male,<=50K
31,5th-6th,Farming-fishing,Own-child,Male,<=50K
46,Bachelors,Exec-managerial,Husband,Male,<=50K
24,HS-grad,Machine-op-inspct,Not-in-family,Male,<=50K
25,Bachelors,Exec-managerial,Own-child,Male,<=50K
55,5th-6th,Craft-repair,Husband,Male,<=50K
64,HS-grad,Exec-managerial,Not-in-family,Male,<=50K
30,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
65,Masters,Prof-specialty,Not-in-family,Male,<=50K
46,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
45,Masters,Exec-managerial,Husband,Male,>50K
18,Some-college,Sales,Own-child,Female,<=50K
32,Bachelors,Exec-managerial,Husband,Male,<=50K
38,Bachelors,?,Wife,Female,>50K
34,Doctorate,Prof-specialty,Husband,Male,>50K
35,HS-grad,Craft-repair,Husband,Male,<=50K
26,HS-grad,Craft-repair,Own-child,Male,<=50K
24,Some-college,Sales,Other-relative,Male,<=50K
45,HS-grad,Sales,Husband,Male,>50K
36,10th,Handlers-cleaners,Not-in-family,Female,<=50K
44,7th-8th,Machine-op-inspct,Husband,Male,<=50K
23,Some-college,Adm-clerical,Not-in-family,Female,<=50K
57,HS-grad,Craft-repair,Husband,Male,<=50K
41,Some-college,Sales,Husband,Male,>50K
20,HS-grad,Protective-serv,Husband,Male,<=50K
32,Some-college,Craft-repair,Husband,Male,<=50K
60,HS-grad,Other-service,Wife,Female,>50K
38,Bachelors,Craft-repair,Not-in-family,Female,<=50K
29,HS-grad,Transport-moving,Not-in-family,Female,<=50K
22,HS-grad,Craft-repair,Own-child,Male,<=50K
21,Some-college,Sales,Own-child,Male,<=50K
40,HS-grad,Other-service,Other-relative,Male,<=50K
59,Some-college,Exec-managerial,Husband,Male,>50K
45,Masters,Exec-managerial,Not-in-family,Male,<=50K
76,HS-grad,Other-service,Not-in-family,Female,<=50K
45,Bachelors,Machine-op-inspct,Husband,Male,>50K
49,Masters,Prof-specialty,Unmarried,Female,<=50K
36,Assoc-voc,Protective-serv,Not-in-family,Female,>50K
22,11th,Craft-repair,Own-child,Male,<=50K
47,Assoc-voc,Prof-specialty,Unmarried,Female,<=50K
26,HS-grad,Sales,Husband,Male,<=50K
21,Some-college,Craft-repair,Own-child,Male,<=50K
27,HS-grad,Transport-moving,Own-child,Female,<=50K
26,Bachelors,Other-service,Not-in-family,Male,<=50K
20,Assoc-voc,Tech-support,Own-child,Female,<=50K
31,Masters,Prof-specialty,Not-in-family,Male,<=50K
57,Masters,Other-service,Unmarried,Female,<=50K
39,11th,Sales,Other-relative,Female,<=50K
36,Assoc-acdm,Tech-support,Not-in-family,Male,>50K
66,Some-college,Exec-managerial,Husband,Male,<=50K
34,Some-college,Craft-repair,Husband,Male,<=50K
80,HS-grad,?,Husband,Male,<=50K
21,HS-grad,Other-service,Other-relative,Female,<=50K
40,Bachelors,Exec-managerial,Husband,Male,>50K
49,Assoc-acdm,Adm-clerical,Not-in-family,Female,<=50K
48,Some-college,Sales,Not-in-family,Female,<=50K
19,Some-college,Other-service,Not-in-family,Male,<=50K
42,11th,Transport-moving,Husband,Male,<=50K
59,HS-grad,Transport-moving,Husband,Male,<=50K
63,Some-college,Other-service,Not-in-family,Female,<=50K
26,HS-grad,Craft-repair,Other-relative,Male,<=50K
41,9th,Other-service,Other-relative,Female,<=50K
42,Some-college,Adm-clerical,Husband,Male,<=50K
19,HS-grad,Other-service,Own-child,Male,<=50K
45,11th,Other-service,Wife,Female,<=50K
47,HS-grad,Other-service,Wife,Female,>50K
47,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
34,Assoc-voc,Craft-repair,Husband,Male,<=50K
49,Bachelors,Sales,Husband,Male,>50K
36,HS-grad,Transport-moving,Not-in-family,Male,<=50K
53,HS-grad,Craft-repair,Unmarried,Male,>50K
21,Some-college,?,Not-in-family,Male,<=50K
39,HS-grad,Handlers-cleaners,Not-in-family,Male,<=50K
52,Assoc-voc,Craft-repair,Husband,Male,<=50K
18,Some-college,Sales,Own-child,Female,<=50K
59,Assoc-voc,Craft-repair,Not-in-family,Male,<=50K
50,HS-grad,Craft-repair,Husband,Male,>50K
31,Bachelors,Tech-support,Husband,Male,>50K
52,Some-college,?,Wife,Female,>50K
41,Some-college,Exec-managerial,Husband,Male,>50K
45,Assoc-acdm,Tech-support,Unmarried,Male,>50K
54,Masters,Prof-specialty,Not-in-family,Female,<=50K
22,HS-grad,Farming-fishing,Not-in-family,Male,<=50K
50,HS-grad,Transport-moving,Husband,Male,>50K
20,Assoc-acdm,?,Not-in-family,Female,<=50K
43,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
48,Bachelors,Prof-specialty,Husband,Male,<=50K
24,Bachelors,Exec-managerial,Not-in-family,Male,<=50K
54,Some-college,Sales,Husband,Male,>50K
26,HS-grad,Adm-clerical,Husband,Male,<=50K
53,Bachelors,Craft-repair,Husband,Male,>50K
51,Doctorate,Prof-specialty,Husband,Male,>50K
54,Masters,Exec-managerial,Husband,Male,>50K
32,HS-grad,Craft-repair,Husband,Male,>50K
46,HS-grad,Craft-repair,Husband,Male,<=50K
60,Bachelors,?,Husband,Male,<=50K
52,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
44,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
56,Some-college,Exec-managerial,Husband,Male,<=50K
57,HS-grad,Exec-managerial,Husband,Male,<=50K
35,HS-grad,Other-service,Unmarried,Female,<=50K
30,Assoc-acdm,Tech-support,Not-in-family,Female,<=50K
29,Some-college,Handlers-cleaners,Not-in-family,Male,<=50K
49,Bachelors,Exec-managerial,Husband,Male,>50K
28,10th,Handlers-cleaners,Not-in-family,Male,<=50K
30,Some-college,Adm-clerical,Unmarried,Female,<=50K
45,HS-grad,Other-service,Not-in-family,Male,<=50K
17,10th,Other-service,Own-child,Male,<=50K
54,10th,Adm-clerical,Husband,Male,<=50K
31,Some-college,Adm-clerical,Husband,Male,<=50K
54,Doctorate,Exec-managerial,Husband,Male,>50K
55,Bachelors,?,Husband,Male,<=50K
26,Assoc-acdm,Adm-clerical,Own-child,Female,<=50K
37,9th,Handlers-cleaners,Husband,Male,<=50K
34,HS-grad,Craft-repair,Not-in-family,Male,>50K
38,Bachelors,Prof-specialty,Husband,Male,<=50K
51,Some-college,Exec-managerial,Husband,Male,<=50K
41,HS-grad,Exec-managerial,Not-in-family,Male,<=50K
24,Some-college,Handlers-cleaners,Not-in-family,Male,<=50K
56,Bachelors,Exec-managerial,Husband,Male,>50K
33,HS-grad,Craft-repair,Own-child,Male,<=50K
31,10th,Machine-op-inspct,Husband,Male,<=50K
27,Some-college,Handlers-cleaners,Not-in-family,Male,<=50K
32,Bachelors,Sales,Other-relative,Male,<=50K
35,Assoc-acdm,Exec-managerial,Husband,Male,<=50K
43,Some-college,Craft-repair,Husband,Male,>50K
40,HS-grad,Other-service,Unmarried,Female,<=50K
19,HS-grad,Other-service,Own-child,Male,<=50K
23,Assoc-acdm,Handlers-cleaners,Own-child,Male,<=50K
40,HS-grad,Machine-op-inspct,Unmarried,Male,<=50K
59,HS-grad,Craft-repair,Not-in-family,Male,>50K
43,HS-grad,Craft-repair,Husband,Male,<=50K
43,10th,Craft-repair,Husband,Male,<=50K
53,HS-grad,Machine-op-inspct,Not-in-family,Female,<=50K
26,HS-grad,Sales,Husband,Male,<=50K
68,Some-college,Exec-managerial,Husband,Male,>50K
41,Bachelors,Sales,Husband,Male,>50K
32,HS-grad,Craft-repair,Unmarried,Male,<=50K
25,Bachelors,Exec-managerial,Not-in-family,Male,<=50K
20,HS-grad,Other-service,Own-child,Male,<=50K
22,Some-college,Other-service,Not-in-family,Male,<=50K
33,10th,Craft-repair,Husband,Male,<=50K
26,Some-college,Other-service,Other-relative,Male,<=50K
29,HS-grad,Other-service,Unmarried,Female,<=50K
20,HS-grad,Sales,Own-child,Female,<=50K
68,Masters,Prof-specialty,Husband,Male,>50K
58,Some-college,Prof-specialty,Unmarried,Female,<=50K
32,HS-grad,Machine-op-inspct,Not-in-family,Male,<=50K
23,Assoc-acdm,Other-service,Not-in-family,Female,<=50K
30,9th,Other-service,Husband,Male,<=50K
67,Some-college,Farming-fishing,Husband,Male,<=50K
26,Assoc-acdm,Adm-clerical,Unmarried,Female,<=50K
53,HS-grad,Exec-managerial,Husband,Male,<=50K
27,HS-grad,Transport-moving,Husband,Male,<=50K
29,Some-college,Farming-fishing,Own-child,Male,<=50K
38,Doctorate,Prof-specialty,Husband,Male,>50K
17,9th,Other-service,Own-child,Female,<=50K
48,Masters,Tech-support,Husband,Male,>50K
52,Some-college,Other-service,Unmarried,Female,<=50K
28,Assoc-acdm,Exec-managerial,Wife,Female,<=50K
18,Some-college,Sales,Own-child,Male,<=50K
28,Some-college,Sales,Not-in-family,Male,<=50K
34,Some-college,Craft-repair,Husband,Male,<=50K
62,HS-grad,Prof-specialty,Husband,Male,>50K
46,5th-6th,Machine-op-inspct,Husband,Male,<=50K
30,Some-college,Adm-clerical,Unmarried,Female,<=50K
20,Some-college,Transport-moving,Own-child,Male,<=50K
29,HS-grad,Exec-managerial,Not-in-family,Male,<=50K
55,Some-college,Adm-clerical,Husband,Male,<=50K
20,Some-college,Prof-specialty,Own-child,Male,<=50K
54,10th,Transport-moving,Husband,Male,<=50K
27,10th,Craft-repair,Not-in-family,Male,<=50K
43,Some-college,Adm-clerical,Not-in-family,Male,<=50K
17,10th,?,Own-child,Male,<=50K
48,Masters,Protective-serv,Not-in-family,Male,<=50K
34,Bachelors,Exec-managerial,Own-child,Male,<=50K
66,9th,?,Husband,Male,<=50K
29,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
43,Some-college,?,Not-in-family,Male,<=50K
37,Assoc-voc,Sales,Unmarried,Female,<=50K
56,Some-college,Prof-specialty,Husband,Male,>50K
58,10th,Craft-repair,Husband,Male,>50K
54,Bachelors,Sales,Husband,Male,<=50K
45,Some-college,Craft-repair,Not-in-family,Male,<=50K
29,HS-grad,Other-service,Husband,Male,<=50K
26,Assoc-acdm,Adm-clerical,Wife,Female,<=50K
43,HS-grad,Adm-clerical,Husband,Male,>50K
33,HS-grad,Other-service,Husband,Male,<=50K
45,Some-college,Other-service,Husband,Male,<=50K
25,Some-college,Sales,Not-in-family,Male,<=50K
25,HS-grad,Craft-repair,Husband,Male,<=50K
69,Prof-school,?,Not-in-family,Male,<=50K
37,Assoc-acdm,Adm-clerical,Husband,Male,<=50K
20,HS-grad,Exec-managerial,Not-in-family,Male,<=50K
39,Masters,Prof-specialty,Wife,Female,>50K
17,10th,Sales,Own-child,Female,<=50K
27,HS-grad,Farming-fishing,Own-child,Male,<=50K
26,HS-grad,Other-service,Other-relative,Female,<=50K
55,5th-6th,Machine-op-inspct,Husband,Male,<=50K
39,11th,Prof-specialty,Husband,Male,<=50K
41,HS-grad,Other-service,Not-in-family,Female,<=50K
34,1st-4th,Craft-repair,Husband,Male,<=50K
51,Assoc-voc,Exec-managerial,Husband,Male,>50K
67,Doctorate,Prof-specialty,Husband,Male,<=50K
40,Some-college,Machine-op-inspct,Own-child,Male,<=50K
58,Assoc-acdm,Craft-repair,Husband,Male,<=50K
23,HS-grad,Sales,Not-in-family,Female,<=50K
45,Masters,Prof-specialty,Husband,Male,>50K
51,Bachelors,Sales,Husband,Male,>50K
43,Some-college,Exec-managerial,Unmarried,Male,<=50K
25,Bachelors,Other-service,Not-in-family,Female,<=50K
36,Bachelors,Exec-managerial,Husband,Male,<=50K
58,HS-grad,Craft-repair,Husband,Male,<=50K
33,HS-grad,Machine-op-inspct,Not-in-family,Male,<=50K
60,Assoc-voc,Other-service,Husband,Male,<=50K
24,HS-grad,Sales,Own-child,Male,<=50K
45,HS-grad,Exec-managerial,Not-in-family,Female,<=50K
49,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
19,12th,Adm-clerical,Not-in-family,Female,<=50K
34,Some-college,Adm-clerical,Unmarried,Female,<=50K
42,Bachelors,Adm-clerical,Not-in-family,Male,<=50K
25,HS-grad,Priv-house-serv,Not-in-family,Female,<=50K
73,HS-grad,?,Husband,Male,<=50K
59,5th-6th,Other-service,Husband,Male,<=50K
28,HS-grad,Machine-op-inspct,Husband,Male,<=50K
19,11th,Other-service,Other-relative,Male,<=50K
31,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
58,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
21,HS-grad,Craft-repair,Own-child,Male,<=50K
47,HS-grad,Exec-managerial,Husband,Male,>50K
30,Bachelors,Sales,Not-in-family,Male,>50K
41,7th-8th,Craft-repair,Husband,Male,<=50K
59,10th,?,Not-in-family,Female,<=50K
43,Some-college,Transport-moving,Unmarried,Male,>50K
48,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
44,Bachelors,Sales,Husband,Male,>50K
44,Some-college,Adm-clerical,Not-in-family,Female,<=50K
24,Bachelors,Exec-managerial,Own-child,Female,<=50K
28,HS-grad,Craft-repair,Husband,Male,<=50K
50,HS-grad,Exec-managerial,Unmarried,Female,<=50K
33,Some-college,Craft-repair,Husband,Male,>50K
23,Bachelors,Prof-specialty,Other-relative,Female,<=50K
30,HS-grad,?,Own-child,Male,<=50K
46,10th,Handlers-cleaners,Husband,Male,<=50K
21,Some-college,Tech-support,Own-child,Male,<=50K
52,9th,Other-service,Not-in-family,Female,<=50K
26,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
27,Bachelors,Tech-support,Not-in-family,Male,<=50K
28,11th,Machine-op-inspct,Unmarried,Female,<=50K
50,Bachelors,Sales,Husband,Male,>50K
28,HS-grad,Craft-repair,Husband,Male,<=50K
61,11th,Exec-managerial,Husband,Male,<=50K
32,7th-8th,Sales,Unmarried,Female,<=50K
30,Some-college,Craft-repair,Not-in-family,Male,<=50K
51,Bachelors,Adm-clerical,Not-in-family,Female,<=50K
40,Some-college,Protective-serv,Not-in-family,Male,>50K
36,HS-grad,Exec-managerial,Not-in-family,Male,<=50K
28,Some-college,Other-service,Other-relative,Male,<=50K
49,Assoc-acdm,Prof-specialty,Husband,Male,>50K
61,7th-8th,Transport-moving,Husband,Male,<=50K
41,Bachelors,Exec-managerial,Husband,Male,>50K
55,HS-grad,Other-service,Unmarried,Female,<=50K
36,Bachelors,Prof-specialty,Wife,Female,<=50K
21,Some-college,Adm-clerical,Own-child,Female,<=50K
57,Some-college,Transport-moving,Husband,Male,>50K
49,Prof-school,Prof-specialty,Husband,Male,>50K
59,11th,Adm-clerical,Husband,Male,<=50K
41,Some-college,Sales,Not-in-family,Male,>50K
59,Some-college,Craft-repair,Husband,Male,<=50K
20,HS-grad,Other-service,Own-child,Male,<=50K
42,Some-college,Adm-clerical,Not-in-family,Female,<=50K
41,Masters,Prof-specialty,Unmarried,Female,<=50K
45,Bachelors,Exec-managerial,Husband,Male,>50K
36,HS-grad,Sales,Other-relative,Female,<=50K
42,Assoc-acdm,Exec-managerial,Wife,Female,>50K
25,Bachelors,Prof-specialty,Husband,Male,<=50K
45,HS-grad,Craft-repair,Husband,Male,>50K
58,HS-grad,Sales,Husband,Male,>50K
39,HS-grad,Craft-repair,Husband,Male,<=50K
34,HS-grad,Craft-repair,Husband,Male,>50K
22,Some-college,Craft-repair,Not-in-family,Male,<=50K
44,HS-grad,Tech-support,Not-in-family,Male,>50K
53,Some-college,Sales,Unmarried,Female,<=50K
22,Assoc-acdm,Handlers-cleaners,Not-in-family,Male,>50K
27,9th,Protective-serv,Husband,Male,<=50K
60,HS-grad,Other-service,Not-in-family,Female,<=50K
46,Bachelors,Prof-specialty,Husband,Male,>50K
56,Prof-school,Prof-specialty,Husband,Male,>50K
36,Bachelors,Exec-managerial,Not-in-family,Male,>50K
56,HS-grad,Adm-clerical,Unmarried,Female,<=50K
35,Some-college,?,Husband,Male,>50K
29,Bachelors,Exec-managerial,Husband,Male,<=50K
19,10th,Handlers-cleaners,Own-child,Male,<=50K
38,HS-grad,Other-service,Husband,Male,<=50K
40,Some-college,Tech-support,Husband,Male,>50K
52,Assoc-acdm,Exec-managerial,Husband,Male,>50K
22,Some-college,Exec-managerial,Wife,Female,<=50K
32,HS-grad,Other-service,Not-in-family,Female,<=50K
27,Bachelors,Exec-managerial,Own-child,Female,<=50K
25,Bachelors,Prof-specialty,Own-child,Female,<=50K
36,Masters,Prof-specialty,Husband,Male,>50K
22,12th,Handlers-cleaners,Own-child,Male,<=50K
32,HS-grad,Craft-repair,Husband,Male,<=50K
37,Bachelors,Exec-managerial,Unmarried,Female,<=50K
22,HS-grad,Prof-specialty,Own-child,Male,<=50K
29,HS-grad,Adm-clerical,Wife,Female,>50K
42,Preschool,Handlers-cleaners,Not-in-family,Male,<=50K
45,Assoc-voc,Sales,Not-in-family,Female,<=50K
33,Bachelors,Adm-clerical,Not-in-family,Female,<=50K
39,Some-college,Prof-specialty,Unmarried,Female,<=50K
27,12th,Machine-op-inspct,Not-in-family,Male,<=50K
53,Bachelors,Prof-specialty,Wife,Female,>50K
30,Bachelors,Other-service,Not-in-family,Female,<=50K
52,Some-college,Craft-repair,Not-in-family,Male,<=50K
43,Bachelors,Sales,Husband,Male,>50K
47,Masters,Prof-specialty,Not-in-family,Male,>50K
61,HS-grad,Protective-serv,Husband,Male,<=50K
39,Masters,Prof-specialty,Not-in-family,Male,<=50K
47,Some-college,Sales,Unmarried,Male,<=50K
19,HS-grad,Craft-repair,Husband,Male,<=50K
37,Some-college,Machine-op-inspct,Husband,Male,<=50K
31,HS-grad,Craft-repair,Husband,Male,<=50K
69,Assoc-voc,Sales,Husband,Male,<=50K
22,Some-college,?,Own-child,Male,<=50K
29,HS-grad,Machine-op-inspct,Husband,Male,<=50K
24,Some-college,Machine-op-inspct,Own-child,Male,<=50K
42,HS-grad,Handlers-cleaners,Unmarried,Male,<=50K
30,Bachelors,Protective-serv,Husband,Male,>50K
28,Masters,Sales,Not-in-family,Female,>50K
27,Assoc-voc,Handlers-cleaners,Not-in-family,Male,<=50K
53,HS-grad,Exec-managerial,Not-in-family,Female,<=50K
35,HS-grad,Craft-repair,Husband,Male,<=50K
22,12th,Transport-moving,Husband,Male,<=50K
25,HS-grad,Protective-serv,Own-child,Male,<=50K
38,Bachelors,Prof-specialty,Wife,Female,>50K
27,Bachelors,Adm-clerical,Unmarried,Female,<=50K
30,9th,Other-service,Husband,Male,<=50K
27,Bachelors,Prof-specialty,Own-child,Female,<=50K
25,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
36,HS-grad,?,Not-in-family,Female,<=50K
32,HS-grad,Machine-op-inspct,Not-in-family,Female,<=50K
70,10th,Craft-repair,Unmarried,Male,<=50K
50,HS-grad,Exec-managerial,Husband,Male,<=50K
40,Some-college,Other-service,Wife,Female,<=50K
34,11th,Craft-repair,Not-in-family,Male,<=50K
57,HS-grad,Craft-repair,Husband,Male,<=50K
39,Masters,Other-service,Not-in-family,Female,<=50K
49,Some-college,Other-service,Unmarried,Female,<=50K
43,Some-college,Prof-specialty,Husband,Male,>50K
26,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
31,Some-college,Adm-clerical,Unmarried,Female,<=50K
60,Some-college,Sales,Husband,Male,<=50K
46,Masters,Prof-specialty,Husband,Male,>50K
26,Some-college,Transport-moving,Husband,Male,>50K
27,Prof-school,Prof-specialty,Own-child,Female,<=50K
31,Some-college,Adm-clerical,Wife,Female,<=50K
59,HS-grad,Exec-managerial,Unmarried,Female,<=50K
19,Some-college,?,Own-child,Female,<=50K
18,Some-college,Other-service,Own-child,Female,<=50K
22,Some-college,Exec-managerial,Husband,Male,<=50K
24,Assoc-acdm,Sales,Own-child,Female,<=50K
53,10th,Transport-moving,Husband,Male,>50K
43,HS-grad,Handlers-cleaners,Husband,Male,>50K
24,Some-college,Tech-support,Husband,Male,>50K
60,10th,Tech-support,Unmarried,Female,<=50K
24,HS-grad,Craft-repair,Husband,Male,<=50K
52,HS-grad,Adm-clerical,Not-in-family,Male,<=50K
32,Assoc-voc,Transport-moving,Husband,Male,>50K
34,10th,Other-service,Not-in-family,Female,<=50K
35,Assoc-acdm,Protective-serv,Husband,Male,>50K
38,9th,Handlers-cleaners,Not-in-family,Male,<=50K
34,HS-grad,Farming-fishing,Husband,Male,<=50K
53,Prof-school,Prof-specialty,Not-in-family,Female,>50K
23,HS-grad,Adm-clerical,Not-in-family,Female,<=50K
40,Some-college,Adm-clerical,Husband,Male,<=50K
40,HS-grad,Craft-repair,Husband,Male,<=50K
50,HS-grad,Farming-fishing,Husband,Male,>50K
17,10th,Sales,Own-child,Female,<=50K
53,Bachelors,Prof-specialty,Not-in-family,Female,<=50K
32,Bachelors,Craft-repair,Not-in-family,Male,>50K
43,HS-grad,?,Other-relative,Female,<=50K
18,11th,Sales,Own-child,Male,<=50K
62,10th,Other-service,Own-child,Female,<=50K
45,Masters,Other-service,Husband,Male,<=50K
46,Doctorate,Prof-specialty,Husband,Male,<=50K
73,7th-8th,Farming-fishing,Husband,Male,<=50K
64,Doctorate,Prof-specialty,Husband,Male,>50K
26,Bachelors,Prof-specialty,Wife,Female,>50K
23,HS-grad,Sales,Not-in-family,Male,<=50K
30,HS-grad,Machine-op-inspct,Other-relative,Male,<=50K
51,Some-college,Adm-clerical,Unmarried,Female,<=50K
35,Bachelors,Exec-managerial,Unmarried,Female,<=50K
39,Some-college,Adm-clerical,Not-in-family,Female,>50K
35,Masters,Prof-specialty,Husband,Male,>50K
41,HS-grad,Machine-op-inspct,Not-in-family,Female,<=50K
31,Some-college,Craft-repair,Own-child,Male,<=50K
40,Bachelors,Sales,Husband,Male,>50K
46,Prof-school,Prof-specialty,Husband,Male,>50K
31,HS-grad,Other-service,Not-in-family,Female,<=50K
41,Some-college,Machine-op-inspct,Not-in-family,Female,<=50K
42,Bachelors,Exec-managerial,Husband,Male,<=50K
23,HS-grad,Sales,Own-child,Male,<=50K
21,Some-college,?,Own-child,Male,<=50K
49,Some-college,Adm-clerical,Husband,Male,>50K
53,Assoc-voc,Tech-support,Not-in-family,Male,<=50K
38,Bachelors,Protective-serv,Not-in-family,Female,>50K
36,Assoc-acdm,Exec-managerial,Unmarried,Female,<=50K
32,Some-college,Craft-repair,Unmarried,Male,<=50K
20,11th,Transport-moving,Other-relative,Male,<=50K
17,11th,?,Own-child,Male,<=50K
22,Some-college,Tech-support,Other-relative,Female,<=50K
25,Assoc-voc,Craft-repair,Unmarried,Male,<=50K
58,HS-grad,Craft-repair,Husband,Male,<=50K
24,Some-college,Farming-fishing,Not-in-family,Male,<=50K
48,HS-grad,Craft-repair,Own-child,Male,>50K
20,1st-4th,Farming-fishing,Not-in-family,Male,<=50K
60,Some-college,Exec-managerial,Husband,Male,>50K
20,HS-grad,Other-service,Other-relative,Male,<=50K
52,Some-college,Exec-managerial,Husband,Male,>50K
36,HS-grad,Transport-moving,Wife,Female,>50K
46,Bachelors,Prof-specialty,Husband,Male,>50K
22,11th,Sales,Unmarried,Female,<=50K
19,Some-college,Exec-managerial,Own-child,Female,<=50K
37,HS-grad,Sales,Unmarried,Male,<=50K
30,Assoc-voc,Sales,Not-in-family,Female,>50K
44,Assoc-acdm,Craft-repair,Not-in-family,Male,<=50K
63,HS-grad,?,Husband,Male,<=50K
22,HS-grad,Sales,Not-in-family,Male,<=50K
31,Bachelors,Sales,Husband,Male,<=50K
17,11th,Adm-clerical,Own-child,Male,<=50K
21,HS-grad,Handlers-cleaners,Not-in-family,Male,<=50K
67,Masters,Exec-managerial,Husband,Male,>50K
46,7th-8th,Exec-managerial,Not-in-family,Male,<=50K
29,HS-grad,Handlers-cleaners,Own-child,Male,<=50K
20,Some-college,Handlers-cleaners,Own-child,Female,<=50K
27,Some-college,Other-service,Own-child,Male,<=50K
35,Some-college,Craft-repair,Husband,Male,>50K
19,Some-college,Adm-clerical,Own-child,Female,<=50K
36,12th,Other-service,Unmarried,Female,<=50K
43,Bachelors,Exec-managerial,Husband,Male,>50K
62,Bachelors,Prof-specialty,Not-in-family,Male,<=50K
28,Prof-school,Prof-specialty,Not-in-family,Male,<=50K
18,11th,Other-service,Own-child,Female,<=50K
59,Prof-school,Transport-moving,Husband,Male,>50K
37,Bachelors,Exec-managerial,Not-in-family,Male,<=50K
27,Some-college,Craft-repair,Not-in-family,Male,<=50K
46,Masters,Prof-specialty,Unmarried,Female,<=50K
29,11th,Sales,Not-in-family,Female,<=50K
33,Bachelors,Exec-managerial,Wife,Female,>50K
62,HS-grad,Craft-repair,Husband,Male,<=50K
46,Doctorate,Prof-specialty,Husband,Male,>50K
28,10th,Machine-op-inspct,Husband,Male,<=50K
22,Some-college,Sales,Own-child,Female,<=50K
46,Masters,Armed-Forces,Husband,Male,>50K
54,Some-college,Sales,Husband,Male,>50K
34,HS-grad,Craft-repair,Husband,Male,<=50K
67,Doctorate,?,Husband,Male,>50K
62,Bachelors,Sales,Husband,Male,>50K
30,Some-college,Handlers-cleaners,Husband,Male,<=50K
19,HS-grad,Other-service,Own-child,Male,<=50K
49,7th-8th,?,Husband,Male,<=50K
27,Assoc-voc,Machine-op-inspct,Unmarried,Male,<=50K
36,Some-college,Craft-repair,Husband,Male,>50K
52,Bachelors,Machine-op-inspct,Husband,Male,>50K
47,12th,Exec-managerial,Not-in-family,Female,<=50K
57,HS-grad,Protective-serv,Not-in-family,Female,<=50K
64,Some-college,Exec-managerial,Unmarried,Female,<=50K
56,HS-grad,?,Not-in-family,Male,<=50K
53,11th,Other-service,Own-child,Female,<=50K
53,Bachelors,Craft-repair,Husband,Male,>50K
31,Some-college,Sales,Unmarried,Male,<=50K
41,Bachelors,Exec-managerial,Husband,Male,>50K
45,HS-grad,Other-service,Unmarried,Female,<=50K
63,Bachelors,?,Husband,Male,<=50K
45,HS-grad,Adm-clerical,Other-relative,Female,<=50K
23,Some-college,Other-service,Not-in-family,Female,<=50K
39,Masters,Prof-specialty,Husband,Male,<=50K
31,Assoc-voc,Exec-managerial,Husband,Male,<=50K
35,Bachelors,Farming-fishing,Husband,Male,<=50K
54,Masters,Transport-moving,Husband,Male,>50K
22,Some-college,?,Own-child,Female,<=50K
40,Bachelors,Prof-specialty,Unmarried,Female,<=50K
55,Bachelors,Exec-managerial,Husband,Male,>50K
31,HS-grad,Craft-repair,Husband,Male,<=50K
58,11th,Transport-moving,Husband,Male,<=50K
31,Doctorate,Prof-specialty,Husband,Male,>50K
46,HS-grad,Other-service,Other-relative,Female,<=50K
38,Assoc-voc,Craft-repair,Husband,Male,<=50K
