body,target
" Australia’s government is confident it has grounds to strip an alleged Islamic State recruiter of citizenship, a minister said on Wednesday, as questions arose over whether doing so could be illegal and leave the man stateless. The case highlights the problems many governments face as they consider what action to take against people who have travelled abroad, often to the Middle East, to join militant groups. Under Australian law, a person can only be stripped of their citizenship if they are dual citizens, thereby preventing people from being made stateless. Home Affairs Minister Peter Dutton said Melbourne-born Neil Prakash, who is imprisoned in Turkey, was a dual citizen as he also has Fijian citizenship,. Prakash ceased to be an Australian “by virtue of his actions in fighting for Islamic State from May 2016”, and he had been notified of the decision in December, Dutton said. “The advice to the government based on all the intricate detail and fact of this particular matter is that Mr Prakash is, by operation of law, a citizen of Fiji,” Dutton told reporters in Brisbane. “The other point to make is that Mr Prakash is sitting in a Turkish jail at the moment ... Prakash is not coming anywhere near our part of the world any time soon.” Prakash has been in Turkey on trial for charges relating to being a member of the Islamic State militant group since being caught there in October 2016. Australia believes Prakash is a dual national because his father was Fijian. However, Fiji’s director of immigration, Nemani Vuniwaqa, told Reuters in a Facebook message that Prakash was not Fijian, which could complicate the Australian government’s bid to strip him of his citizenship. Prakash can challenge the Australian government’s decision, Dutton said, and he could be entitled to retain his citizenship if he does not hold dual-citizenship status. The government wrongly reported in 2016, based on U.S. intelligence, that Prakash had been killed in an air strike in Mosul, Iraq. The government said he had appeared in Islamic State videos and magazines and had actively recruited Australian men, women and children, and encouraged acts of terrorism He is also wanted in Australia over terrorism-related activities including a suspected plot to behead a police officer, though an Australian push for his extradition was rejected by Turkey in July. A spokesman for the Fijian prime minister could not be reached for comment on Wednesday.",0
" Afghanistan’s neighbours, caught off-guard by reports of U.S. plans to withdraw thousands of troops, have begun preparing for the risk that a pullout could send hundreds of thousands of refugees fleeing across their borders, diplomats say. Alarmed by the possibly of a chaotic withdrawal, diplomats from neighbouring countries who have been in talks with U.S. officials in Kabul said they were reassessing policies and would ramp up border preparations. “At this point there is no clarity about the withdrawal, but we have to keep a clear action plan ready,” said a senior Asian diplomat based in Kabul. “The situation can turn from bad to worse very quickly.” A White House spokesman last week said U.S. President Donald Trump had not issued orders to the Pentagon to withdraw troops from Afghanistan. But the administration has not denied reports that the United States plans to pull out almost half of the 14,000-strong force currently deployed. The reports come amid an intensification of moves towards peace negotiations in Afghanistan. U.S. special envoy Zalmay Khalilzad met Taliban representatives last month and discussed issues around a future troop withdrawal as well as proposals for a ceasefire. But even among regional powers such as Iran, Pakistan or Russia that have long been suspicious that the United States wants permanent military bases in South Asia, there is no appetite for a sudden U.S. withdrawal, say analysts. “While the news of a potential U.S. drawdown may be a reason for cautious optimism in the region, they don’t want an abrupt withdrawal,” said Graeme Smith, a consultant for the International Crisis Group. “All sides recognise that a precipitous pullout could spark a new civil war that destabilises the region. The neighbours do not enjoy surprises, and the uncertain signals from Washington are causing anxiety.” The United States, which sent troops to Afghanistan in the wake of the Sept. 11, 2001 attacks on New York and Washington and at the peak of the deployment had more than 100,000 troops in the country, withdrew most of its forces in 2014, but still keeps around 14,000 troops there as part of a NATO-led mission aiding the Afghan security forces and hunting militants. The top U.S. general in Afghanistan said 2019 was going to be an interesting year. “The policy review is going on in multiple capitals, peace talks out there, regional players pressing for peace, the Taliban talking about peace, the Afghan government talking about peace,” said General Scott Miller, the U.S. commander of Afghanistan’s NATO-led force, at the Resolute Support mission headquarters in Kabul. Pakistan, which was already working to fence its 1,400 km (870 miles) frontier with Afghanistan and deploy a 50,000-strong paramilitary force along the border, is preparing for a fresh influx of refugees in the event of disorder. “Camps will be set up near the border to manage a fresh wave of Afghan refugees and illegal migrants and Afghans will not be allowed to set up illegal homes in Pakistan,” said an official, speaking on condition of anonymity. Afghanistan, which shares borders with Pakistan, Iran, Turkmenistan, Uzbekistan, Tajikistan and China, is already the world’s second biggest source of refugees, according to the United Nations High Commissioner for Refugees. The International Organisation for Migration (IOM) estimates that approximately 1.4 million undocumented Afghans live in Pakistan and possibly 1.2 million in Iran. While thousands of undocumented Afghans were driven out of Iran by recent political and economic turbulence, Iranian officials in Kabul said they fear a sudden U.S. troop withdrawal could reverse that trend. “We are working closely with the Afghan government to stop Afghans from entering our country. We don’t want to use violence to stop them, but a sudden U.S. pullout will lead to a crisis,” said an Iranian official. Afghanistan does not share a land border with Turkey, but Afghans enter Turkey from Iran to work as shepherds, farmers or in the construction sector. Many use it as a transit point to try to enter Europe. “We have not closed our door but the number of illegal migrants is increasing on a daily basis,” said Mehmet Ozgur Sak, the second secretary at the Turkish embassy in Kabul. In 2018, Turkish police say they intercepted 90,000 Afghans who were trying to enter the country with fake documents or with the help of traffickers, double the number in 2017. As negotiations over the future of the country gather momentum, the Taliban have been trying to reassure Afghans that they have nothing to fear after foreign forces leave. But there are Afghans who refuse to trust the Taliban’s new stance. Sayed Rafi Sadat, a student in western Herat province, said the Taliban would impose harsh laws to destroy democracy. “If U.S. troops withdraw then there is no hope for the future and we will have to leave the country,” he said. Additional reporting by Storay Karimi in Herat; Editing by Alex Richardson All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. © 2019 Reuters. All Rights Reserved.",0
" A 50-year-old German man clearly intended to kill foreigners when he rammed his silver Mercedes into a crowd of people in the northwestern German town of Bottrop in the early hours of New Year’s Day, injuring four, a senior government official said. Police said the man, who was not named, made racist comments when he was stopped and arrested in the nearby city of Essen after fleeing the scene of the attack. “A German man deliberately drove into crowds of people ... that were largely made up of foreigners. There was a clear intention by this man to kill foreigners,” Herbert Reul, interior minister of the state of North Rhine-Westphalia, where Bottrop is located, told reporters on Tuesday. Earlier, police and prosecutors said they suspected the attack, which took place at a crowded plaza, was deliberate and “linked to the xenophobic views of the driver.” They said there was also preliminary information that the man was mentally ill but he had no prior police record. A police spokeswoman said Syrian and Afghan citizens were among those injured, but gave no further details. She said one of the four people injured remained in hospital. Earlier the driver had steered his car at another pedestrian, who escaped unharmed, Reul said. He also targeted people at a bus stop after fleeing the scene of the Bottrop attack, but they were not injured, police said. Horst Seehofer, Germany’s federal interior minister, told Bild newspaper the Bottrop case would be carefully investigated, along with an incident that occurred in Bavaria on Saturday in which four asylum-seekers were arrested on suspicion of attacking a dozen people. “It is a matter of political credibility to pursue both cases decisively and aggressively,” he told the paper.",0
" Honduras will hold talks with Israel, joined by the United States, aimed at opening an embassy in Jerusalem, the countries said on Tuesday, as the small Central American nation looks to follow U.S. President Donald Trump’s much-criticized move. U.S. Secretary of State Michael Pompeo, Israeli Prime Minister Benjamin Netanyahu and Honduran President Juan Orlando Hernandez held a meeting in the Brazilian capital on the sidelines of the inauguration of right-wing Brazilian President Jair Bolsonaro The three agreed to hold meetings in the capitals of each country “to advance the decision process to open embassies in both Tegucigalpa and Jerusalem,” as well as “strengthen political relations and coordinate development cooperation in Honduras,” the countries said in a joint statement. The right-leaning Hernandez is the latest leader to consider following Trump’s decision to move the U.S. embassy from Tel Aviv to the contested city of Jerusalem, which infuriated Palestinians and drew international condemnation. Hernandez told reporters the trilateral talks represented “an important political alliance.” Trump has repeatedly threatened to cut off aid to Honduras, a poor nation of less than 10 million people, over caravans of migrants crossing Mexico heading for the U.S. border. Guatemala, another country seeking closer U.S. ties, quickly joined Trump’s decision and moved its embassy to Jerusalem just two days after the U.S. opened offices in May. Paraguay also followed, but a new government backtracked in September. Netanyahu said on Sunday that Bolsonaro told him it was a question of “when, not if” Brazil would move its embassy in Israel from Tel Aviv to Jerusalem.",0
" Western powers on Tuesday condemned election day violence in Bangladesh and described a range of other irregularities that marred a vote in which Prime Minister Sheikh Hasina’s alliance secured more than 90 percent of parliamentary seats. The strongly-worded assessments from the UK, European Union, and United States could hit the image of Hasina, who won a third straight term to power following Sunday’s election. Hasina’s opponents have rejected the election result, citing what they describe as widespread rigging and voter intimidation. She has denied impropriety, calling it a peaceful vote that saw enthusiastic participation from her supporters. The capital Dhaka was quiet on Tuesday, but the main opposition Bangladesh Nationalist Party (BNP) said its workers were being attacked in several areas elsewhere in the country by activists of the Awami League - charges the party denied. “Violence has marred the election day, and significant obstacles to a level playing field remained in place throughout the process and have tainted the electoral campaign and the vote,” the EU said in a statement, calling for “a proper examination of allegations of irregularities”. The United States, Bangladesh’s largest foreign investor, expressed concern about “credible reports of harassment, intimidation, and violence in the pre-election period that made it difficult for many opposition candidates and their supporters to meet, hold rallies, and campaign freely.” “We are also concerned that election-day irregularities prevented some people from voting, which undermined faith in the electoral process,” it said. The UK’s Minister of State for Asia and the Pacific Mark Field echoed the concerns, saying he was “aware of credible accounts of obstacles, including arrests, that constrained or prevented campaigning by opposition parties. “I urge a full, credible and transparent resolution of all complaints related to the conduct of the elections,” he said. Police say at least 17 people were killed in election day clashes between supporters and opponents of Hasina’s Awami League. The two sides, which have competed for power often violently for decades, traded blame for the election day unrest. Opposition BNP Secretary General Mirza Fakhrul Islam said he was collecting reports of rigging to submit to the Election Commission to demand a fresh vote. The commission already rejected that plea, but Islam said: “What is our alternative?” One journalist was arrested and another was on the run after a local government official filed a case against them for publishing “false information” about election irregularities, under a new law journalists say could be used to stifle dissent. Hedayet Hussain Mollah and Rashidul Islam published reports saying more votes had been cast at one constituency in the southeastern Khulna region than the total number of registered voters there. They were accused under the Digital Security Act enacted in September. Mollah was picked up by police on Tuesday afternoon while Islam was on the run, police said. “This is false information that was made intentionally to make the election result look questionable and controversial,” a police report said. The deadly clashes on voting day marked the end of a violent campaign. The opposition said its workers faced arbitrary arrests and candidates were attacked by ruling party activists. The ruling party denied being behind any violence. “People have shared experiences of being physically assaulted and manhandled at polling stations,” said Saad Hammadi, Amnesty International’s regional campaigner for South Asia, calling for an impartial probe into incidents of violence. Hasina, whose father, state founder Mujibur Rahman, was assassinated in a coup in 1975, has alternated in and out of power for nearly three decades with her main rival, BNP leader Zia Khaleda. Khaleda was jailed in February for corruption. Additional reporting by Enamul Haque in Khulna and Serajul Quadir in Dhaka; Editing by Peter Graff All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. © 2019 Reuters. All Rights Reserved.",0
" On the 60th anniversary of Cuba’s revolution, ruling Communist Party leader Raul Castro blasted the Trump administration for returning to an outdated path of confrontation with the island nation and of intervening in Latin America. Castro and his late, elder brother Fidel Castro led the rebel band that in 1959 overthrew a U.S.-backed dictator and installed a Communist-run country on the doorstep of the United States, setting the scene for decades of Cold War hostility. At the time, their revolution inspired leftist movements throughout Latin America, but the celebrations on Tuesday came as the region is shifting rightwards, coinciding with the inauguration of Brazil’s far-right President Jair Bolsonaro. Some of Cuba’s closest allies, Venezuela and Nicaragua, are mired in political crises, and U.S. President Donald Trump has tightened the decades-old U.S. embargo on the island, after his predecessor, Barack Obama, had sought to normalise relations. “Once again, the North American government is taking on the path of confrontation with Cuba,” Castro said in the southeastern city of Santiago de Cuba where Fidel Castro proclaimed victory six decades ago. The speech by Castro, who stepped down as president in April but remains head of the Communist Party until 2021, was part of a solemn, sunset ceremony in a cemetery where both Fidel Castro and independence hero Jose Marti are buried. “Increasingly, high-ranking officials of this administration are ... trying to blame Cuba for all the region’s ills,” he said, adding that they stemmed instead from “ruthless neoliberal policies”. Trump’s national security adviser, John Bolton, said in November that Washington would take a tougher line against Cuba, Venezuela and Nicaragua, calling them a “troika of tyranny.” Clad in military fatigues and cap, the 87-year old Castro said on Tuesday that Cuba had proven throughout six decades of revolution it could not be intimidated by threats. Instead it remained open, he said, to a peaceful and respectful coexistence. Cuba’s true battle this year was an economic one, he added, reiterating comments made at the national assembly in late December by his successor, President Miguel Diaz-Canel, who announced increased austerity for the fourth year running in 2019 in the face of a cash crunch. “We need first of all to reduce all non-necessary expenses and to save more,” said Castro. A decade ago, as president, he introduced a series of reforms to liberalize and boost the centrally planned economy, yet it remains heavily state-dominated and bound in red tape. A series of external shocks such as a decline in aid from Venezuela and devastation wrought by hurricanes have also dented growth, which is sluggish at best. Nonetheless, the Cuban revolution is on a secure footing thanks to the transition to a competent younger generation of leaders such as the 58-year old Diaz-Canel, Castro said. “It is opportune to express the fact that the Cuban Communist Party decidedly backs the words and actions of Diaz-Canel since he took office,” Castro said. “The revolution has not aged, it remains young,” he said.",0
" China will not yield on issues it deems to be its core national interests, a commentary in the ruling Communist Party’s official newspaper said on Wednesday, a day after China’s president called for cooperation with the United States. “In matters related to core national interests, China has not given in, is not giving in, and will never give in,” the People’s Daily commentary said. Chinese President Xi Jinping and U.S. President Donald Trump sent congratulatory messages to each other on Tuesday, marking the 40th anniversary of the establishment of diplomatic relations between the two countries. China and the United States face a key deadline in March for talks to end their damaging trade war. Trump has said talks towards a deal are progressing well. However, “regardless of the development of Sino-U.S. relations, China’s strategic choice to deepen reform and opening is unswerving, and we are committed to doing our own thing”, the commentary said.",0
" Peruvian President Martin Vizcarra said on Tuesday he would ask Congress to declare the public prosecutor’s office in a state of emergency after the agency’s top official removed two investigators at the heart of the probe into a massive graft scandal triggered by Brazilian builder Odebrecht. Vizcarra, who had been attending the inauguration of President Jair Bolsonaro in Brazil, cut short his trip to deal with the surprise twist in the Odebrecht case, saying he would return home to fight against “corruption and impunity.” Vizcarra said he would personally present a bill to Peru’s Congress at 1 p.m. local time (1800 GMT) on Wednesday seeking the state of emergency, and asked for legislative support to usher it through quickly and without conflict. “We will use all the tools our Constitution contemplates to overturn this decision, and we ask that all branches of government do the same,” Vizcarra told reporters after meeting with his cabinet and advisers in Lima. A state of emergency would allow Vizcarra to quickly and efficiently make changes to personnel he deems necessary to advance the investigation. His move came just hours after Peru’s top prosecutor, Pedro Chavarry, removed prosecutors Jose Perez and Rafael Vela, saying the duo had failed to respect authority at Peru’s public prosecutor’s office, which has overseen the investigation. Chavarry’s move prompted a public outcry in Peru, where there is strong support for Vizcarra’s anti-corruption crusade. The two deposed investigators earlier this month announced they would seek fines of about $180 million from local companies, politicians and businessmen for taking part in kickback schemes involving Odebrecht [ODBES.UL] construction projects in Peru. Odebrecht in 2016 admitted in a plea deal with U.S., Brazilian and Swiss authorities that it had bribed officials in a dozen countries, including Peru. The team Perez and Vela helped lead has targeted people at the highest levels of power in the Andean nation. Four former Peruvian presidents, the current opposition leader and several local construction companies are all under investigation in connection with Odebrecht. All have denied wrongdoing. Chavarry’s decision to remove Perez and Vela was announced days after Perez accused Chavarry of allegedly obstructing justice in a separate case involving several judges accused of corruption. Perez and Vela had also targeted former Peruvian presidents Pedro Pablo Kuczynski, Ollanta Humala y Alejandro Toledo, all of whom are under investigation in connection with the Odebrecht scandal. Vizcarra said on Monday that Odebrecht should not be able to continue working in Peru because the Brazilian construction company had “contaminated private activity” and admitted bribing public officials.",0
" President Donald Trump on Tuesday invited Republican and Democratic congressional leaders to a border security briefing at the White House as the federal government remained partially shut down over his demand to fund a wall along the U.S.-Mexico border. The president’s invitation, which was described by congressional sources as a briefing and not a negotiating session, was sent to the top two Democrats and Republicans in both the Senate and the House of Representatives. Republican Senate Majority Leader Mitch McConnell’s office said he would attend the briefing, which is set for Wednesday. It was unclear whether the other leaders would participate, one source said. The White House did not immediately respond to a request for comment on the specifics of the briefing. The House and Senate will reconvene briefly on Wednesday to mark the last day of the Republican-controlled 2017-2018 Congress, with no signs of a workable plan to end the shutdown, which is now in its second week. About a quarter of the federal government is shut down, with roughly 800,000 workers affected. Democrats, who won control of the House in the November elections, plan to approve on Thursday a two-part spending package meant to end the shutdown. But its prospects are grim in the Republican-led Senate, which previously approved similar measures on the floor or in committee but has since fallen in line with Trump’s demands for funding for the border wall. The legislation will set the stage for the first major battle of the new Congress between House Democrats led by Nancy Pelosi and Senate Republicans led by McConnell. “We are giving the Republicans the opportunity to take yes for an answer,” Pelosi, who is expected to be the House speaker, said in a letter to colleagues released by her office on Tuesday. “Senate Republicans have already supported this legislation, and if they reject it now, they will be fully complicit in chaos and destruction of the president’s third shutdown of his term.” Trump triggered the shutdown, which began on Dec. 22, by insisting that $5 billion (3.92 billion pounds) in funding for the border wall be part of any spending measure. “Border Security and the Wall ‘thing’ and Shutdown is not where Nancy Pelosi wanted to start her tenure as Speaker! Let’s make a deal?” Trump tweeted on Tuesday. Trump calls the wall crucial to curbing illegal immigration, echoing his 2016 presidential campaign pledge. During his run for the White House, Trump insisted Mexico would pay for the wall. The Democrats’ two-part spending package includes a bill to fund the Department of Homeland Security at current levels through Feb. 8 and provide $1.3 billion for border fencing and $300 million for other border security items including technology and cameras. The second part of the package would fund federal agencies that are now unfunded, such as the Justice, Commerce and Transportation departments, through Sept. 30, the end of the federal fiscal year. The House Democrats’ measure does not contain the $5 billion Trump wants in wall funding. McConnell has said Senate Republicans will not approve a spending measure not supported by Trump.",0
" President Donald Trump on Tuesday expressed confidence in Treasury Secretary Steven Mnuchin amid worries over a weakening economy and a stock market slump, but repeated his criticism of the U.S. Federal Reserve, saying it has raised interest rates too quickly. Speaking to reporters in the Oval Office after a Christmas video conference with U.S. troops deployed abroad, Trump also said U.S. companies were “the greatest in the world” and presented a “tremendous” buying opportunity. Asked if he has confidence in Mnuchin, Trump said: “Yes, I do. Very talented guy. Very smart person,” he said. His comments came after Mnuchin on Monday held a conference call with U.S. regulators to discuss plunging U.S. stock markets. The call did more to rattle markets than to assure them. All three major U.S. stock indexes ended down more than 2 percent on the day before the Christmas holiday. The S&P 500 has lost about 19.8 percent from its Sept. 20 closing high, just shy of the 20 percent threshold that commonly defines a bear market. Mnuchin also spoke on Sunday with the heads of the six largest U.S. banks, who confirmed they have enough liquidity to continue lending and that “the markets continue to function properly.” Investors said his move to convene a call with the president’s Working Group on Financial Markets, known as the “Plunge Protection team,” may have weighed on sentiment. On Tuesday, Trump praised U.S. companies and said their lower stock prices present an opportunity for investors. “I have great confidence in our companies. We have companies, the greatest in the world, and they’re doing really well. They have record kinds of numbers. So I think it’s a tremendous opportunity to buy.” U.S. stocks have dropped sharply in recent weeks on concerns over weaker economic growth. Trump has largely laid the blame for economic headwinds on the Fed, openly criticizing its chairman, Jerome Powell, whom he appointed. “They’re raising interest rates too fast because they think the economy is so good. But I think that they will get it pretty soon,” Trump said, repeating his criticism. Media reports have suggested Trump has gone as far as discussing firing Powell, and he told Reuters in August that he was “not thrilled” with the chairman. On Monday, Trump said “The only problem our economy has is the Fed.” The Fed hiked interest rates again last week, as had been widely expected.",0
" U.S. President Donald Trump on Tuesday said the partial shutdown of the federal government was going to last until his demand for funds to build a wall on the U.S.-Mexico border is met. The U.S. government partially shut down on Saturday, and there is not yet any sign of tangible efforts to reopen agencies closed by a political impasse over Trump’s demand for border wall funds. “I can’t tell you when the government is going to reopen,” Trump said, speaking after a Christmas Day video conference with U.S. troops serving abroad. “I can tell you it’s not going to reopen until we have a wall, a fence, whatever they’d like to call it. I’ll call it whatever they want, but it’s all the same thing. It’s a barrier from people pouring into the country, from drugs.” He added: “If you don’t have that (the wall), then we’re just not opening.” Funding for about a quarter of federal programs - including the departments of Homeland Security, Justice and Agriculture - expired at midnight on Friday. Without a deal to break the impasse, the shutdown is likely to stretch into the new year. Building the wall was one of Trump’s most frequently repeated campaign promises, but Democrats are vehemently opposed to it.",0
" President Donald Trump set off a Christmas social media storm when he questioned whether a seven-year-old was too long in the tooth to believe in Santa Claus. But not to worry. The child, Collman Lloyd, from Lexington, South Carolina, told the Post and Courier newspaper she was still a believer. She and her two siblings left iced sugar cookies and milk out for Saint Nick overnight and, in the morning, the treats were gone and presents were under the tree. Twitter had lit up after Trump, capping a week of plunging stocks, a government shutdown and the U.S. defence chief’s unceremonious departure, cast doubt on the cherished childhood fantasy. “Are you still a believer in Santa?” Trump asked Collman in a phone call. “Because at seven, it’s marginal, right?” In a video her family posted on the Internet, she replied “Yes sir,” later telling the newspaper she had no idea what “marginal” meant. Trump made the comment during a holiday event with first lady Melania Trump, taking calls from children calling the North American Aerospace Defense Command Santa tracker. A Christmas tradition, the tracker delights children with “real-time” updates on his Christmas Eve journey. “It’s just too freaking fantastic that Trump spent his Christmas Eve calling seven-year-olds and telling them believing in Santa at their age is ‘marginal,’” Democratic Senator Chris Murphy said on his Twitter account. “Actually there is no heaven,” tweeted Dan Amira, head writer for “The Daily Show with Trevor Noah” comedy show. “When you die you just rot in the ground and get eaten by worms. Okay Merry Christmas, Timmy.” The White House had no immediate comment on the social media response to the president’s Santa comments. Stuck in Washington on Christmas morning because of the partial federal government shutdown, Trump displayed little holiday cheer to reporters after a 20-minute video conference with U.S. troops serving abroad. He assailed the Federal Reserve for raising interest rates, railed against Democrats who refuse to fund the wall he wants to build on the U.S.-Mexico border, and blasted the investigation into his campaign’s alleged ties to Russia, among other regular targets. The president then closed with holiday wishes of sorts. “It’s a disgrace, what’s happening in our country,” he said. “But other than that, I wish everyone a very merry Christmas.”",0
" Armed men killed 37 Fulani civilians on Tuesday in central Mali, where ethnic violence cost hundreds of lives last year, the government said. Violence between Fulani and rival communities has compounded an already dire security situation in Mali’s semi-arid and desert regions, which are used as a base by jihadist groups with ties to al Qaeda and Islamic State. The government said in a statement that the attackers, who were dressed as traditional Donzo hunters, raided the village of Koulogon in the central Mopti region and that some of the victims were children. Moulage Guindo, the mayor of Bankass, the nearest town, said the attack occurred around the time of the first call to prayer of the new year and targeted the Fulani part of Koulogon. He said another part of Koulogon is mostly inhabited by Dogon, an ethnic group to which the Donzos are linked, less than 1 km (half a mile) away. Mali has been in turmoil since Tuareg rebels and loosely allied Islamists took over its north in 2012, prompting French forces to intervene to push them back the following year. Islamists have since regained a foothold in the north and centre, tapping into ethnic rivalries to recruit new members. Reporting By Tiemoko Diallo; Writing by Aaron Ross; Editing by Kevin Liffey All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. © 2019 Reuters. All Rights Reserved.",0
 Brazil’s newly inaugurated far-right President Jair Bolsonaro said in his address to the nation on Tuesday that his country had been “liberated from socialism and political correctness” now that he has taken power. Bolsonaro vowed to respect democracy and carry out difficult economic reforms needed to get Latin America’s biggest economy back on track. He said that “we have a great nation to rebuild” and promised that he had put together a team of talented ministers to do just that.,0
" Democrats in the U.S. House of Representatives plan to vote on Thursday on a funding package to end the 10-day-old partial U.S. government shutdown, without providing the $5 billion (3.92 billion pounds) President Donald Trump has demanded for a U.S.-Mexico border wall. The planned vote sets up a Democratic showdown with Trump’s fellow Republicans on an issue dear to the president on the first day of divided government in Washington since he took office in January 2017 with a Congress led by his own party. Democrats formally take control of the House from the Republicans after winning a majority of seats in November’s congressional elections. The two-part Democratic package filed on Monday in the House includes a bill to keep funding for the Department of Homeland Security at current levels through Feb. 8 with no new wall funding, as well as a bundle of six measures worth nearly $265 billion combined that would fund the other shuttered agencies through the Sept. 30 end of the current fiscal year. The two parts will be voted on separately on the House floor on Thursday, said Democrats, who will hold a 36-seat majority. If approved in the House, the funding package would go to the Republican-led Senate. Its prospects there appear unpromising, although Trump’s unpredictability makes it hard to gauge how the shutdown showdown will play out. “It’s simple: The Senate is not going to send something to the president that he won’t sign,” said a spokesman for Senate Republican leader Mitch McConnell. The Democratic legislation will mark the first major battle pitting the incoming Democratic House majority led by Nancy Pelosi against Trump and McConnell. “While President Trump drags the nation into Week Two of the Trump Shutdown and sits in the White House and tweets, without offering any plan that can pass both chambers of Congress, Democrats are taking action to lead our country out of this mess,” Pelosi and top Senate Democrat Chuck Schumer said in a joint statement. Democrats oppose Trump’s demand for wall funding, with Pelosi calling the wall immoral, ineffective and expensive. Democrats hope their two-pronged funding approach will put Senate Republicans in a tough position. If they reject funding for departments unconnected to border security, Republicans could be seen as holding those agencies and their roughly 800,000 affected workers hostage to Trump’s wall demand. “Then they are complicit with President Trump in continuing the Trump shutdown and in holding the health and safety of the American people and workers’ paychecks hostage over the wall,” Pelosi and Schumer said in their statement. Non-border-related agencies include the Departments of Agriculture, Interior, Transportation, Commerce and Justice. The homeland security piece of the package includes $1.3 billion for border fencing and roughly $300 million more for other border security items including cameras and technology. Democrats said the entire package is based on legislation that has already been passed by either the Senate or Senate committees. The shutdown, which began on Dec. 22 and has idled roughly a quarter of the federal government, was precipitated by Trump’s demand, under pressure from conservative commentators, that Congress approve $5 billion to help fund a wall that was a promise made in his 2016 election campaign, although he said at the time it would be paid for by Mexico. Trump has called the wall crucial to combating illegal immigration and drug trafficking. The Senate on Dec. 21 failed to muster the votes needed to pass Republican-backed House legislation that included Trump’s wall funding. Passage in the Senate would need at least some Democratic support to reach the 60-vote threshold required. A central issue in finding a resolution could be the definition of what constitutes a wall, including the idea of steel slats and other types of barriers versus a concrete structure. Trump on Twitter criticized Democratic opposition to the wall project, which carries a total estimated price tag of $23 billion. He also seemed to contradict comments made by outgoing White House Chief of Staff John Kelly. In a Los Angeles Times interview published on Sunday, Kelly said: “To be honest, it’s not a wall.” “The president still says ‘wall’ - oftentimes frankly he’ll say ‘barrier’ or ‘fencing,’ now he’s tended towards steel slats. But we left a solid concrete wall early on in the administration, when we asked people what they needed and where they needed it,” Kelly added. Trump wrote on Twitter that border security could not exist “without a strong and powerful Wall.” “An all concrete Wall was NEVER ABANDONED, as has been reported by the media,” Trump wrote. “Some areas will be all concrete but the experts at Border Patrol prefer a Wall that is see through (thereby making it possible to see what is happening on both sides). Makes sense to me!” Trump, who cancelled his vacation in Florida and has stayed at the White House during the holiday government shutdown while first lady Melania and their son Barron were at Trump’s private estate Mar-a-Lago in Florida for New Year’s Eve, said Democrats could have come over for talks anytime. “I’m in Washington. I’m ready, willing and able,” Trump told Fox News. White House officials did not reply to an email asking whether the president had been in touch directly with Democratic leaders to set up a round of talks. Pelosi has not heard formally from the White House since Dec. 11, when she and Schumer had a contentious Oval Office meeting with the president, Democratic aides said. Schumer has not heard from the White House since he met with Vice President Mike Pence and incoming White House acting Chief of Staff Mick Mulvaney on Dec. 22, Democratic aides said.",0
" U.S. President Donald Trump congratulated Brazil’s newly inaugurated far-right leader Jair Bolsonaro on Tuesday, telling him on Twitter that “the U.S.A. is with you!” Bolsonaro, an ideological ally of Trump who was sworn into office in Brasilia on Tuesday, also used Twitter to thank his U.S. counterpart, saying that “under God’s protection, we shall bring prosperity and progress to our people!”",0
" A baby boy has been found alive after 35 hours spent in freezing cold in the rubble of a Russian apartment block that partially collapsed in an explosion, emergency officials reported, calling it a miracle. The blast, thought to have been caused by a gas leak, damaged 48 apartments in a 10-storey building in the industrial city of Magnitogorsk on Monday, killing at least seven people with 36 people still missing. Video footage from the local emergency ministry showed a rescuer worker removing the baby dressed in pink socks and putting a blanket around it before he starts running towards an ambulance. The current temperature in the city of Magnitogorsk, home to one of Russia’s largest steel plants in the Urals some 1,700 km (1,050 miles) east of Moscow, is -17 Celsius (1.4 Fahrenheit). The fact that the 11-month-old infant, currently diagnosed with a serious freezer burn and a closed-head injury, was lying in his bed and was wrapped up in layers saved his life, TASS news agency reported, citing a regional emergency centre. The baby was found when a rescuer heard him crying and “a large-scale operation was immediately organised,” Interfax news agency reported, citing emergency officials. His removal was difficult because of unstable debris which posed risks for rescuers. “Hundreds of people were waiting for the appearance of the injured child from under the rubble like a miracle. And the miracle happened...,” the officials were quoted as saying by Interfax. “Tears drew in the eyes of the weatherbeaten rescuers.” The boy’s mother is alive and has already arrived to the hospital, Interfax added. The blast tore through the building in the city of Magnitogorsk, home of one of Russia’s largest steel plants, early on Monday morning, a public holiday in Russia, when many residents were asleep. Health Minister Veronika Skvortsova said on Monday that the chances of finding survivors were fading. There have been several similar incidents in the country in recent years due to ageing infrastructure and poor safety regulations about gas usage.",0
